"file","h1","h1_count","heading_count","line_count","word_count","link_count","image_count","code_fence_count","missing_language_fence_count","table_count","html_table_count","issue_count"
"markdown/employee-service-management/employee-experience-foundation/supporting-info-for-now-assist-for-emp-expe.md","Supporting information for Now Assist for Employee Experience","1","4","42","179","2","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/system-properties-translations.md","Enable translated topic path updates","1","5","47","257","0","0","0","0","0","0","2"
"markdown/employee-service-management/employee-experience-foundation/tab-widget-mapping-form.md","Tab widget mapping form","1","1","195","861","33","0","0","0","0","1","2"
"markdown/employee-service-management/employee-experience-foundation/taxonomy-form.md","Taxonomy form","1","1","140","295","31","0","0","0","0","1","2"
"markdown/employee-service-management/employee-experience-foundation/to-do-content-form.md","To-do content form","1","1","169","496","26","0","0","0","0","1","2"
"markdown/employee-service-management/employee-experience-foundation/topic-facets.md","Improved search functionality","1","1","32","239","1","0","0","0","0","0","2"
"markdown/employee-service-management/employee-experience-foundation/topic-form.md","Topic form","1","1","238","777","33","0","0","0","0","1","2"
"markdown/employee-service-management/employee-experience-foundation/topic-managers-and-contributors-for-topic-page-management.md","Topic managers and contributors for topic page management","1","1","66","438","16","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/track-new-content.md","Taxonomy and connected content","1","1","37","355","4","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/train-employee-profile-model.md","Manage the employee profile AI and ML model","1","5","45","288","3","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/ued-ec.md","Usage Insights dashboard","1","5","76","489","0","0","0","0","0","0","2"
"markdown/employee-service-management/employee-experience-foundation/ui-actions-ms-teams-hr.md","Customize UI actions for HR Service Delivery integration with Microsoft Teams","1","1","30","178","3","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/ui-actions-ms-teams.md","Customize UI actions for IT Service Management with Microsoft Teams","1","1","30","175","3","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/unfurl-links-it.md","Enable link unfurling","1","3","37","186","3","0","0","0","0","0","3"
"markdown/employee-service-management/employee-experience-foundation/unfurl-links.md","Enable link unfurling","1","3","37","186","3","0","0","0","0","0","3"
"markdown/employee-service-management/employee-experience-foundation/unlink-va-teams.md","Unlink your ServiceNow user account from Microsoft Teams for Virtual Agent","1","3","41","248","1","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/update-and-modify-the-employee-profile-action-framework.md","Modify the Employee Profile action group","1","5","57","293","1","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/update-app-id-instance-mt.md","Update the app ID in the ServiceNow instance","1","3","47","203","1","3","0","0","0","0","2"
"markdown/employee-service-management/employee-experience-foundation/update-app-id-instance-st.md","Update the app ID in the ServiceNow instance","1","3","47","203","1","3","0","0","0","0","2"
"markdown/employee-service-management/employee-experience-foundation/update-approval-hub-action-group.md","Configure action group","1","5","59","325","1","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/update-chat-credentials-azure-gcch.md","Update chat credentials with Azure GCC URL","1","3","39","198","1","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/update-cors-rules-viva.md","Allow cross-domain requests to REST APIs","1","3","111","341","1","0","0","0","0","1","3"
"markdown/employee-service-management/employee-experience-foundation/update-employee-profile-banner-and-profile-images.md","Update the Employee Profile banner and profile images","1","5","55","339","0","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/update-employee-profile.md","View employee profile","1","2","81","414","20","2","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/update-ms-teams-app-id.md","Update the Microsoft Teams application ID","1","3","56","236","2","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/update-outlook-actionable-msgs-auth-to-ms-entra-id.md","Update Outlook Actionable Messages authentication to Microsoft Entra ID","1","5","73","423","2","4","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/update-report-count.md","Update the report count based on eligible users","1","4","42","182","3","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/update-verify-app-registry-guest.md","Enable authentication of guest users","1","3","100","352","1","0","0","0","0","1","2"
"markdown/employee-service-management/employee-experience-foundation/updates-for-the-employee-profile-hr-widget.md","Updates for the Employee Profile HR widget","1","1","28","202","2","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/upgrade-steps.md","Upgrading to Employee Center Pro","1","1","25","142","3","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/upgrade-to-new-now-mobile-ui.md","Upgrade search redirection to the new Now Mobile profile page","1","5","51","241","1","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/upgrades-to-knowledge-article-translation-behavior-in-connected-content.md","Translated Knowledge Base article attachment behaviour","1","1","57","388","0","0","0","0","0","1","2"
"markdown/employee-service-management/employee-experience-foundation/upload-app-manifest-ms-teams.md","Upload the app manifest in Microsoft Teams","1","3","37","241","3","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/upload-manifest-ms-admin-center.md","Upload a manifest to the Microsoft admin center","1","3","49","240","3","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/upload-manifest-ms-teams-ms365.md","Upload manifest file in Microsoft Teams for Microsoft 365","1","3","47","206","1","1","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/upload-manifest-ms-teams-st.md","Upload manifest file in Microsoft Teams","1","3","55","317","3","0","0","0","0","0","2"
"markdown/employee-service-management/employee-experience-foundation/upload-manifest-ms-teams.md","Upload manifest file in Microsoft Teams","1","3","63","352","3","4","0","0","0","0","2"
"markdown/employee-service-management/employee-experience-foundation/upload-rca-hr.md","Import Update set from XML and install fix script","1","8","102","551","3","1","0","0","1","0","4"
"markdown/employee-service-management/employee-experience-foundation/upload-task-package.md","Download and modify the manifest file for Employee Center for GCC-H or DoD","1","4","58","460","4","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/ur-ms-teams-config-ur.md","Configure Universal Request integration with Microsoft Teams","1","1","23","129","2","0","0","0","0","0","2"
"markdown/employee-service-management/employee-experience-foundation/ur-ms-teams-setup-va.md","Set up Virtual Agent for Universal Request integration with Microsoft Teams","1","4","60","389","2","0","0","0","0","0","2"
"markdown/employee-service-management/employee-experience-foundation/ur-ms-teams-ui-actions.md","Customize UI actions for Universal Request integration with Microsoft Teams","1","1","27","171","2","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/ur-ms-teams-use-create-ur-va.md","Create a Universal request from Microsoft Teams","1","4","45","186","1","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/ur-ms-teams-use-employee.md","Employee actions","1","1","25","162","3","0","0","0","0","0","2"
"markdown/employee-service-management/employee-experience-foundation/ur-ms-teams-use-import-msgs.md","Import messages from a universal request","1","4","84","348","1","0","0","0","0","1","2"
"markdown/employee-service-management/employee-experience-foundation/ur-ms-teams-use-initiate-chat.md","Initiate chat with an employee from a record","1","4","48","248","1","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/ur-ms-teams-use-track-ur-va.md","Update or cancel a universal request using Microsoft Teams","1","3","47","219","2","0","0","0","0","0","2"
"markdown/employee-service-management/employee-experience-foundation/ur-ms-teams-use.md","Use Microsoft Teams for Universal Request","1","1","25","166","3","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/ur-mst-approve-rca.md","Approve application restricted caller access privileges","1","5","49","349","2","1","0","0","0","0","3"
"markdown/employee-service-management/employee-experience-foundation/ur-mst-use-agent.md","Agent actions","1","1","25","184","3","0","0","0","0","0","2"
"markdown/employee-service-management/employee-experience-foundation/ur-mst-use-import-msgs-wrkspc.md","Import messages from Agent Workspace","1","3","82","324","1","0","0","0","0","1","3"
"markdown/employee-service-management/employee-experience-foundation/ur-mst-use-initiate-chat-wrkspc.md","Initiate chat with an employee from Agent Workspace","1","4","50","263","1","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/ur-mst-use-start-import-chat-aws.md","Manage chat messages from the Agent Workspace","1","1","25","201","3","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/ur-mst-use-start-import-chat.md","Manage chat messages from a record","1","1","25","193","3","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/use-app-launcher.md","Modify app launcher widget display","1","5","115","452","1","1","0","0","0","1","2"
"markdown/employee-service-management/employee-experience-foundation/use-itsm-ec-new.md","Using Employee Center for ITSM","1","1","27","129","2","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/use-now-assist-for-emp-exp.md","Using Now Assist for Employee Experience","1","1","31","299","6","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/user-analytics-guided-help-gss.md","Guided Self-Service Usage Insights","1","7","75","503","0","1","0","0","1","0","1"
"markdown/employee-service-management/employee-experience-foundation/user-criteria-output.md","User Criteria output","1","1","89","322","30","0","0","0","1","0","1"
"markdown/employee-service-management/employee-experience-foundation/user-map-kronos-kiosk.md","Receive employee data from UKG to the Employee Center Pro Kiosk","1","5","39","201","1","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/user-portal-data-map.md","User portal data map","1","5","59","354","1","1","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/user-presence-indicator-mt.md","User Presence Indicator","1","1","42","425","4","0","0","0","1","0","2"
"markdown/employee-service-management/employee-experience-foundation/user-presence-indicator.md","User Presence Indicator","1","1","42","415","4","0","0","0","1","0","2"
"markdown/employee-service-management/employee-experience-foundation/user-sn-ms-teams.md","Use ITSM and HRSD integrations with Microsoft Teams","1","1","25","132","3","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/using-ai-agent-in-now-assist-for-empexp.md","Using AI Agents with Now Assist for Employee Experience","1","1","74","381","1","0","0","0","0","2","3"
"markdown/employee-service-management/employee-experience-foundation/using-campaigns-ms-teams-mt.md","Sending notifications to employees using Microsoft Teams","1","3","62","428","10","1","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/using-campaigns-ms-teams.md","Working on campaigns in Microsoft Teams","1","1","40","363","7","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/using-emp-center.md","Using Employee Center","1","1","53","474","17","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/using-ex-fdback.md","Use the integrated experience and service feedback","1","3","39","255","1","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/using-personalized-search-on-employee-center.md","Use Personalized Answers","1","1","63","357","16","1","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/using-sn-addin-for-ms365.md","Using ServiceNow Add-in for Microsoft 365","1","1","25","150","3","0","0","0","0","0","2"
"markdown/employee-service-management/employee-experience-foundation/using-sn-ms-outlook.md","Using ServiceNow for Microsoft Outlook","1","3","37","248","5","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/va-concur-ec.md","Manage approvals from Microsoft Teams","1","3","112","432","20","0","0","0","0","1","3"
"markdown/employee-service-management/employee-experience-foundation/verify-oidc-app-reg-creation-st.md","Verify OIDC Application Registry creation for a self-configured app setup","1","5","77","562","6","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/verify-rca-privileges-hr.md","Verify Application Restricted Caller Access (RCA) Privileges","1","3","37","194","1","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/view-org-chart.md","Employee Profile org chart widget","1","1","63","296","18","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/view-quick-links-on-the-mega-menu.md","View quick links on the mega menu","1","4","52","299","4","2","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/view-summarization-approvals.md","View summarization for approvals","1","4","69","359","9","2","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/view-widget-performance-metrics.md","View widget performance metrics","1","4","69","318","2","4","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/viva-card-properties.md","Microsoft Viva integrations card properties","1","1","33","184","1","0","0","0","1","0","1"
"markdown/employee-service-management/employee-experience-foundation/wd-approval-hub-to-dos-page.md","Use task configuration for Workday approvals","1","5","58","374","6","0","0","0","0","0","2"
"markdown/employee-service-management/employee-experience-foundation/wd-ec-approvals-scheduled-job.md","Fetch Workday reports","1","5","73","579","7","0","0","0","0","0","2"
"markdown/employee-service-management/employee-experience-foundation/wd-ec-integration.md","Approvals hub integration with Workday","1","4","81","657","13","0","0","0","1","0","1"
"markdown/employee-service-management/employee-experience-foundation/web-applauncher-analytics.md","App launcher user experience analytics","1","4","49","291","0","0","0","0","1","0","1"
"markdown/employee-service-management/employee-experience-foundation/web-application-employee-about.md","App Launcher","1","5","79","792","11","0","0","0","0","0","2"
"markdown/employee-service-management/employee-experience-foundation/web-application-employee.md","Access applications from App Launcher","1","1","66","289","17","0","0","0","0","0","2"
"markdown/employee-service-management/employee-experience-foundation/web-applications-azure.md","Sync your applications from Microsoft Entra ID","1","6","194","1030","4","0","1","1","0","1","4"
"markdown/employee-service-management/employee-experience-foundation/web-applications-custom.md","Register custom web applications with app launcher","1","5","168","655","3","0","0","0","0","1","2"
"markdown/employee-service-management/employee-experience-foundation/web-applications-okta.md","App launcher integration with Okta","1","6","158","740","2","0","1","1","0","1","3"
"markdown/employee-service-management/employee-experience-foundation/web-applications-topic-assignment.md","Assign topics to web applications","1","4","45","188","1","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/web-configure-favorites-admin-content.md","Configure favorite content type","1","5","47","194","0","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/web-configure-favorites-admin-mobile.md","Configure favorite content type on Mobile","1","4","69","364","4","0","0","0","3","0","1"
"markdown/employee-service-management/employee-experience-foundation/web-configure-favorites-admin.md","Configure favorites option","1","5","147","635","2","3","0","0","0","1","2"
"markdown/employee-service-management/employee-experience-foundation/web-configure-favorites-employee.md","Manage favorites","1","4","97","489","18","4","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/widget-mapping-kiosk.md","Customize the schedule widget","1","4","43","198","2","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/widget-mapping-time.md","Customize the time off widget","1","4","43","204","2","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/x-concur-approvals-scheduled-job.md","Populate SAP Concur report and metadata","1","6","73","522","1","1","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/x-concur-approvals.md","Manage approvals from SAP Concur","1","5","52","330","1","0","0","0","1","0","1"
"markdown/employee-service-management/employee-experience-foundation/x-concur-sa-integration.md","Approvals hub integration with SAP Concur","1","3","61","573","9","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/zoom-account-change.md","Change existing Zoom account connection","1","4","47","195","2","1","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/zoom-create-email-notification.md","Use Employee Center from Zoom","1","3","74","262","17","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/zoom-ec-create-app.md","Employee Center for Zoom","1","4","95","506","9","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/zoom-override-sn-instance.md","Connect your Zoom account to a different ServiceNow instance","1","4","39","159","1","0","0","0","0","0","1"
"markdown/employee-service-management/employee-experience-foundation/zoom-set-up-custom-portal.md","Set up a custom portal","1","3","136","308","2","0","0","0","0","1","2"
"markdown/employee-service-management/employee-experience-foundation/zoom-view-connected-accounts.md","View connected Zoom accounts","1","3","35","127","1","0","0","0","0","0","1"
"markdown/employee-service-management/employee-goals/egd-goals-employeegoals-record.md","Employee Goals table","1","1","136","299","0","0","0","0","0","1","2"
"markdown/employee-service-management/employee-goals/egd-goals-explore.md","Exploring Employee Goals","1","1","33","199","0","0","0","0","0","0","1"
"markdown/employee-service-management/employee-goals/egd-goals-install-config.md","Installing and configuring Employee Goals","1","1","20","150","0","0","0","0","0","0","1"
"markdown/employee-service-management/employee-goals/egd-goals-install.md","Install the Employee Goals application","1","3","51","335","2","0","0","0","0","0","1"
"markdown/employee-service-management/employee-goals/egd-goals-integrate.md","Integrations for Employee Goals","1","1","35","268","3","0","0","0","0","0","1"
"markdown/employee-service-management/employee-goals/egd-goals-landing.md","Employee Goals","1","2","53","333","10","0","0","0","0","1","2"
"markdown/employee-service-management/employee-goals/egd-goals-ovrvw.md","Employee Goals overview","1","3","66","814","0","0","0","0","0","0","1"
"markdown/employee-service-management/employee-goals/egd-goals-reference.md","Employee Goals reference","1","1","18","68","0","0","0","0","0","0","1"
"markdown/employee-service-management/employee-goals/egd-goals-using.md","Using Employee Goals","1","1","18","72","0","0","0","0","0","0","1"
"markdown/employee-service-management/employee-goals/egd-goals-view-goals.md","View your employee goals","1","3","41","183","0","0","0","0","0","0","1"
"markdown/employee-service-management/employee-journey-management/azure-active-directory-integration-for-new-hire-onboarding.md","Microsoft Entra ID integration for new hire onboarding","1","4","45","496","3","0","0","0","1","0","1"
"markdown/employee-service-management/employee-journey-management/business-roles.md","Business roles","1","3","38","311","5","0","0","0","0","0","1"
"markdown/employee-service-management/employee-journey-management/configure-business-role.md","Configure a business role","1","4","120","631","2","0","0","0","0","1","2"
"markdown/employee-service-management/employee-journey-management/employee-journey-management.md","Employee Journey Management","1","2","41","298","8","0","0","0","0","1","2"
"markdown/employee-service-management/employee-journey-management/enterprise-onboarding-transitions-landing-page.md","Lifecyle events for enterprise","1","1","41","267","8","0","0","0","0","1","2"
"markdown/employee-service-management/employee-journey-management/integrating-with-okta-service.md","Okta integration for new hire onboarding","1","4","45","465","3","0","0","0","1","0","1"
"markdown/employee-service-management/employee-journey-management/onbrd-trans-install.md","Install Lifecyle events for enterprise","1","3","40","132","2","0","0","0","0","0","1"
"markdown/employee-service-management/employee-journey-management/onbrd-trans-integrations.md","Lifecyle events for enterprise integrations","1","1","27","247","4","0","0","0","0","0","1"
"markdown/employee-service-management/employee-journey-management/sailpoint-integration-for-new-hire-onboarding.md","Sailpoint integration for new hire onboarding","1","4","47","400","2","1","0","0","1","0","1"
"markdown/employee-service-management/employee-journey-management/set-up-microsoft-azure-ad-integration-for-new-hire-onboarding.md","Set up the Microsoft Entra ID integration for new hire onboarding","1","3","67","432","4","0","0","0","1","0","1"
"markdown/employee-service-management/employee-journey-management/set-up-okta-integration-for-new-hire-onboarding.md","Set up the Okta integration for new hire onboarding","1","3","51","350","5","0","0","0","0","0","1"
"markdown/employee-service-management/employee-journey-management/understanding-enterprise-onboarding-and-transitions.md","Understanding Lifecyle events for enterprise","1","4","101","781","8","0","0","0","0","1","2"
"markdown/employee-service-management/employee-journey-management/update-assign-business-roles-catalog-item-system-property.md","Update the assign_business_roles_catalog system property","1","3","43","311","1","1","0","0","0","0","1"
"markdown/employee-service-management/employee-readiness-core/activate-readiness-requirement.md","Activate a health and safety requirement","1","5","49","533","4","0","0","0","0","0","1"
"markdown/employee-service-management/employee-readiness-core/add-safe-workplace-audience.md","Add a Safe Workplace audience","1","3","94","462","1","0","0","0","0","1","3"
"markdown/employee-service-management/employee-readiness-core/config-emp-core-properties.md","Set up Employee Health and Safety Status properties","1","3","40","269","3","0","0","0","1","0","1"
"markdown/employee-service-management/employee-readiness-core/create-readiness-requirement.md","Create a health and safety requirement","1","5","294","1548","4","0","1","1","7","1","3"
"markdown/employee-service-management/employee-readiness-core/create-readiness-user.md","Create health and safety user records","1","5","77","587","2","0","0","0","0","0","1"
"markdown/employee-service-management/employee-readiness-core/deactivate-readiness-requirement.md","Deactivate a health and safety requirement","1","4","37","160","1","0","0","0","0","0","1"
"markdown/employee-service-management/employee-readiness-core/define-privacy-consent-common-template.md","Modify or add a privacy consent template","1","3","41","208","1","0","0","0","0","0","1"
"markdown/employee-service-management/employee-readiness-core/employee-health-safety-status.md","Employee Health and Safety Status","1","1","51","586","12","0","0","0","0","0","1"
"markdown/employee-service-management/employee-readiness-core/employee-readiness-core-approval-portal.md","Employee Readiness Core Approval Portal","1","3","59","532","7","0","0","0","1","0","1"
"markdown/employee-service-management/employee-readiness-core/employee-readiness-core-privacy-consent.md","Maintaining privacy consent in Employee Readiness Core","1","1","39","385","5","0","0","0","0","0","1"
"markdown/employee-service-management/employee-readiness-core/employee-readiness-core.md","Employee Readiness Core","1","4","111","1092","16","0","0","0","0","1","2"
"markdown/employee-service-management/employee-readiness-core/generate-location-common-privacy-configuration.md","Generate location-based privacy configurations","1","4","73","284","1","0","0","0","0","1","2"
"markdown/employee-service-management/employee-readiness-core/included-health-safety-requirements.md","Included health and safety requirements","1","1","51","635","7","0","0","0","0","0","1"
"markdown/employee-service-management/employee-readiness-core/install-employee-readiness-core.md","Install Employee Readiness Core","1","4","363","1253","7","0","0","0","0","4","5"
"markdown/employee-service-management/employee-readiness-core/invite-visitor-workplace.md","Invite a visitor to the workplace","1","5","60","375","1","0","0","0","2","0","1"
"markdown/employee-service-management/employee-readiness-core/manager-view-health-status.md","View your users' health and safety status","1","3","39","229","1","0","0","0","0","0","1"
"markdown/employee-service-management/employee-readiness-core/review-privacy-consent-common.md","Review user privacy consents","1","3","41","242","2","0","0","0","0","0","1"
"markdown/employee-service-management/employee-readiness-core/safe-workplace-today.md","My Safe Workplace","1","6","151","767","2","0","0","0","0","1","2"
"markdown/employee-service-management/employee-readiness-core/send-outreach-notif-privacy-common.md","Send an Emergency Outreach notification for employee privacy consents","1","5","82","651","6","0","0","0","0","0","1"
"markdown/employee-service-management/employee-readiness-core/set-up-privacy-consent-common.md","Setting up privacy consent settings","1","1","39","346","6","0","0","0","0","0","1"
"markdown/employee-service-management/employee-readiness-core/submitting-privacy-consent.md","Submitting privacy consents","1","9","90","633","2","1","0","0","0","0","4"
"markdown/employee-service-management/employee-readiness-core/sync-employee-readiness-core-visitors.md","Synchronize Employee Readiness Core visitors with Workplace Visitor Management","1","5","68","530","3","0","0","0","0","0","1"
"markdown/employee-service-management/employee-readiness-core/view-health-safety-status.md","View your health and safety status","1","4","43","303","1","0","0","0","0","0","1"
"markdown/employee-service-management/employee-service-management-overview.md","Employee Service Management","1","1","221","1105","29","1","0","0","0","2","3"
"markdown/employee-service-management/employee-service-management/activate-hr-lifecycle-events-for-enterprise-1.md","Activate Lifecycle Events for Enterprise","1","3","81","318","1","0","0","0","0","1","4"
"markdown/employee-service-management/employee-service-management/activate-hr-lifecycle-events-for-enterprise.md","Activate Lifecycle Events for Enterprise","1","3","81","318","1","0","0","0","0","1","4"
"markdown/employee-service-management/employee-service-management/add-a-floor-1.md","Add a floor using Workplace Space Management","1","5","287","1341","19","1","0","0","0","1","3"
"markdown/employee-service-management/employee-service-management/add-a-floor.md","Add a floor using Workplace Space Management","1","5","252","1197","3","1","0","0","0","1","3"
"markdown/employee-service-management/employee-service-management/add-mod-hr-sec-policies.md","Add or modify document security policies","1","4","140","620","5","0","0","0","0","2","3"
"markdown/employee-service-management/employee-service-management/add-new-building-1.md","Add a building using Workplace Space Management","1","5","308","1382","21","1","0","0","0","1","3"
"markdown/employee-service-management/employee-service-management/add-new-building.md","Add a building using Workplace Space Management","1","5","273","1238","5","1","0","0","0","1","3"
"markdown/employee-service-management/employee-service-management/add-other-emp-details.md","Add other employment details","1","4","67","284","4","2","0","0","1","0","2"
"markdown/employee-service-management/employee-service-management/add-recommended-action-matter-task-1.md","Add a recommended actions task to a legal matter","1","3","38","231","2","0","0","0","0","0","3"
"markdown/employee-service-management/employee-service-management/add-recommended-action-matter-task.md","Add a recommended actions task to a legal matter","1","3","38","231","2","0","0","0","0","0","3"
"markdown/employee-service-management/employee-service-management/alumni-job-opportunities.md","Alumni job opportunities","1","1","87","342","2","1","0","0","0","1","2"
"markdown/employee-service-management/employee-service-management/alumni-job-preferences.md","Alumni job preferences","1","3","53","275","5","0","0","0","1","0","1"
"markdown/employee-service-management/employee-service-management/alumni-profile.md","Alumni profile","1","6","57","280","2","5","0","0","0","0","1"
"markdown/employee-service-management/employee-service-management/alumni-self-registration.md","Register on the Alumni Center website","1","4","171","353","4","0","0","0","0","1","2"
"markdown/employee-service-management/employee-service-management/alumni-service-center.md","Alumni Center","1","6","86","789","11","0","0","0","0","1","2"
"markdown/employee-service-management/employee-service-management/archive-data-ta.md","Rules to archive data","1","1","23","98","2","0","0","0","0","0","1"
"markdown/employee-service-management/employee-service-management/asc-add-import-set.md","Add an import set of alumni for Alumni Center","1","3","46","156","1","0","0","0","0","0","1"
"markdown/employee-service-management/employee-service-management/asc-config-email-password.md","Configure email and password resets for the Alumni Center","1","3","36","154","0","0","0","0","0","0","1"
"markdown/employee-service-management/employee-service-management/asc-configure.md","Setting up your Alumni Center","1","1","132","578","6","1","0","0","0","1","3"
"markdown/employee-service-management/employee-service-management/asc-email-password.md","System notifications for Alumni Center","1","1","26","131","1","0","0","0","0","0","2"
"markdown/employee-service-management/employee-service-management/asc-explore.md","Exploring the Alumni Center","1","1","135","366","4","1","0","0","0","1","3"
"markdown/employee-service-management/employee-service-management/asc-properties.md","Properties for Alumni Center","1","3","63","142","0","0","0","0","0","1","2"
"markdown/employee-service-management/employee-service-management/asc-staged-users.md","Edit staged users for Alumni Center","1","3","153","381","2","0","0","0","0","1","2"
"markdown/employee-service-management/employee-service-management/asc-use.md","Using your Alumni Center","1","1","26","159","5","0","0","0","0","0","2"
"markdown/employee-service-management/employee-service-management/assign-legal-request-1.md","Assign a legal request","1","6","57","418","3","1","0","0","0","0","2"
"markdown/employee-service-management/employee-service-management/assign-legal-request.md","Assign a legal request","1","6","55","410","2","1","0","0","0","0","2"
"markdown/employee-service-management/employee-service-management/c_UseAssignmentRules-1.md","Assignment and matching rules in HR","1","5","78","880","7","0","0","0","0","0","3"
"markdown/employee-service-management/employee-service-management/c_UseAssignmentRules.md","Assignment and matching rules in HR","1","5","69","783","3","0","0","0","0","0","3"
"markdown/employee-service-management/employee-service-management/cascade-rule-ta.md","Cascade rules for cleaning data","1","1","25","155","1","0","0","0","1","0","1"
"markdown/employee-service-management/employee-service-management/cncore-finalize-document-ss-cntr-1.md","Work on a contract change request","1","4","114","452","2","1","0","0","0","1","4"
"markdown/employee-service-management/employee-service-management/cncore-finalize-document-ss-cntr.md","Work on a contract change request","1","4","112","440","1","1","0","0","0","1","4"
"markdown/employee-service-management/employee-service-management/cncore-req-nss-contract-1.md","Use non-self-served contract request","1","3","79","967","9","0","0","0","0","0","2"
"markdown/employee-service-management/employee-service-management/cncore-req-nss-contract.md","Use non-self-served contract request","1","3","62","712","1","0","0","0","0","0","2"
"markdown/employee-service-management/employee-service-management/cncore-request-ss-contract-1.md","Use self-served contract request","1","3","87","1155","9","0","0","0","0","0","2"
"markdown/employee-service-management/employee-service-management/cncore-request-ss-contract.md","Use self-served contract request","1","3","70","909","1","0","0","0","0","0","2"
"markdown/employee-service-management/employee-service-management/components-installed-with-employee-center-pro-1.md","Components installed with Employee Center Pro","1","3","130","517","23","0","0","0","1","1","3"
"markdown/employee-service-management/employee-service-management/components-installed-with-employee-center-pro.md","Components installed with Employee Center Pro","1","3","85","364","2","0","0","0","1","1","3"
"markdown/employee-service-management/employee-service-management/config-alumni-job-pref.md","Configure alumni job preferences","1","3","42","237","0","0","0","0","1","0","1"
"markdown/employee-service-management/employee-service-management/config-frmwrk-ta.md","Configuring Hiring Experiences","1","2","54","269","9","0","0","0","0","0","2"
"markdown/employee-service-management/employee-service-management/config-va-ta.md","Configure Virtual Agent notifications in Microsoft Teams","1","4","47","272","4","0","0","0","0","0","2"
"markdown/employee-service-management/employee-service-management/configure-alumni-creation.md","Configure alumni creation","1","3","123","696","0","0","1","1","0","1","3"
"markdown/employee-service-management/employee-service-management/configure-microsoft-outlook-integration-ta.md","Configure Microsoft Outlook integration","1","3","48","238","2","0","0","0","0","0","1"
